,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,20310_2023-02-24,20311_2023-02-24,20312_2023-02-24,20313_2023-02-24,20314_2023-02-24,20315_2023-02-24,20316_2023-02-24,20317_2023-02-24,20318_2023-02-24,20319_2023-02-24,20320_2023-02-24,20321_2023-02-24,20322_2023-02-24,20323_2023-02-24,20324_2023-02-24,20325_2023-02-24,20326_2023-02-24,20327_2023-02-24,20328_2023-02-24,20329_2023-02-24,20310_2023-03-06,20311_2023-03-06,20312_2023-03-06,20313_2023-03-06,20314_2023-03-06,20315_2023-03-06,20316_2023-03-06,20317_2023-03-06,20318_2023-03-06,20319_2023-03-06,20320_2023-03-06,20321_2023-03-06,20322_2023-03-06,20323_2023-03-06,20324_2023-03-06,20325_2023-03-06,20326_2023-03-06,20327_2023-03-06,20328_2023-03-06,20329_2023-03-06,20310_2023-03-16,20311_2023-03-16,20312_2023-03-16,20313_2023-03-16,20314_2023-03-16,20315_2023-03-16,20316_2023-03-16,20317_2023-03-16,20318_2023-03-16,20319_2023-03-16,20320_2023-03-16,20321_2023-03-16,20322_2023-03-16,20323_2023-03-16,20324_2023-03-16,20325_2023-03-16,20326_2023-03-16,20327_2023-03-16,20328_2023-03-16,20329_2023-03-16,20310_2023-03-26,20311_2023-03-26,20312_2023-03-26,20313_2023-03-26,20314_2023-03-26,20315_2023-03-26,20316_2023-03-26,20317_2023-03-26,20318_2023-03-26,20319_2023-03-26,20320_2023-03-26,20321_2023-03-26,20322_2023-03-26,20323_2023-03-26,20324_2023-03-26,20325_2023-03-26,20326_2023-03-26,20327_2023-03-26,20328_2023-03-26,20329_2023-03-26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.001781688,0.004473326,-0.000721716,-0.00078128,0.003935824,-0.001859402,-0.002474044,-0.001330007,-0.002389185,0.000454872,-0.003268934,0.003605802,0.000818216,0.000413847,0.002967298,-0.00013692,-0.000469402,-0.000811781,-0.002177421,0.000261014,0.00506641,0.00094607,-0.001775036,0.002006059,0.003807103,-0.00015172,-0.002187183,0.001692891,-5.92E-05,0.002120421,0.000247465,-0.000113257,0.0008649,-0.001697101,0.000855249,-0.010017774,0.000698744,-0.002029394,-0.000841068,0.001692633,-0.000399452,-0.000316861,-0.00024983,-0.001174517,0.006880662,-0.0032445,0.001634835,-0.002874951,-0.003431638,-0.000225508,0.000540563,-0.000188173,-0.003011204,0.003488183,0.000207209,0.003207591,0.000273353,9.91E-06,0.000656837,-0.002014461,0.001039556,0.000259203,0.000270011,-0.001542563,0.001285578,-0.000445883,0.002903331,-0.000910006,-0.002964917,3.75E-05,0.000518184,0.000223006,-0.000565399,-0.001664615,-0.000349283,0.003279336,-0.000619951,0.00027275,-0.000347284,-0.000652554
2,-0.004988145,0.008867761,-0.002307071,0.001715984,0.007905703,-0.005023737,-0.005982837,-0.003554724,-0.005284839,0.005309565,-0.007170186,0.007485216,0.001506734,0.000892622,0.005030162,0.002826358,-0.001847472,-0.00217156,-0.004603035,0.000123622,0.011748381,0.000382894,-0.002996521,0.001198611,0.004643965,-0.000212573,-0.00237319,0.003379868,0.000692421,0.002595341,0.0007718,-0.000201432,0.000975275,-0.002660719,0.003019959,-0.020456657,0.003127762,-0.003778061,-0.000357604,0.003546883,-0.000128973,-0.001031862,-0.000619083,-0.005489943,0.013520339,-0.006352325,0.003290431,-0.002865227,-0.00524612,-0.002110869,0.0014353,-0.000997278,-0.004760296,0.006240595,-0.000421559,0.006009156,0.000792809,0.00039193,0.002221793,-0.003743544,0.0029214,-0.001273779,0.00085588,-0.000885753,0.001852441,-0.001730137,0.004379188,0.0004178,-0.005160458,-0.002558054,0.002000351,-0.000614906,0.000234128,-0.003595111,-0.000154691,0.005991103,8.39E-05,0.000911763,-0.000811484,-0.002138313
3,-0.008204725,0.013856365,-0.004509305,0.000692637,0.011379136,-0.007770022,-0.008368531,-0.005891398,-0.008070067,0.015330287,-0.010913857,0.011495006,0.001656631,0.001250731,0.007041183,0.004310812,-0.003475996,-0.003270313,-0.007157317,-0.000326934,0.016978613,0.00198511,-0.004786614,0.002562694,0.001605533,-0.000232893,-0.003739508,0.005657068,0.000294015,0.004799403,0.001203265,-0.000250972,0.001594661,-0.003147127,0.00531223,-0.029930568,0.003068472,-0.005831157,-0.000843714,0.005556811,-0.000542985,-0.002424244,-0.001722323,-0.004678152,0.019588444,-0.009858935,0.004978104,-0.005064286,-0.006835594,-0.004128211,0.002429103,-0.001662241,-0.006619218,0.009202739,0.000484741,0.008505785,0.000429538,0.000531852,0.003459705,-0.006234006,0.004366513,0.00013557,0.001434135,-0.003608923,0.002936926,-0.002538593,0.00358277,-0.000322545,-0.007499756,-0.00244034,0.001884121,0.000148195,0.000576003,-0.004801991,0.000616251,0.009769406,-0.000225834,0.001034566,-0.00141815,-0.002985266
4,-0.010664941,0.018511507,-0.005525538,0.001672191,0.015663004,-0.010870296,-0.010077143,-0.008808305,-0.011096226,0.021259661,-0.01452596,0.01527649,0.002174069,0.000835615,0.008744303,0.004861155,-0.00529277,-0.00389968,-0.009254177,-0.000537824,0.023524488,0.001463897,-0.006843748,0.001985906,-0.00293116,-3.76E-05,-0.005215008,0.008373194,0.000663239,0.005997194,0.002433869,-0.000685465,0.002018214,-0.002737091,0.007180204,-0.039011387,0.0049292,-0.007670418,-0.000395166,0.00766211,-0.001541702,-0.002616079,-0.002511543,-0.002234963,0.026365595,-0.013251509,0.005008887,-0.005494097,-0.009097439,-0.005225242,0.002439366,-0.001947555,-0.008738929,0.012518803,0.001396944,0.011249413,-0.001108611,0.000387626,0.003693188,-0.008474605,0.005785654,0.000461019,0.000978572,-0.005803963,0.0038164,-0.004095389,0.005494876,-0.000631792,-0.00943008,-0.001915435,0.001150661,0.000681369,0.000424251,-0.005741815,0.000350566,0.013826961,-0.000572839,0.000982208,-0.00222061,-0.003114658
5,-0.013236038,0.022839115,-0.006830491,0.003179092,0.024286203,-0.013705623,-0.011801629,-0.010795687,-0.014298511,0.024233368,-0.017977732,0.018091266,0.003678584,0.00115534,0.011305811,0.002286452,-0.007127485,-0.005165805,-0.010283506,-0.000530758,0.029367398,0.002395126,-0.006820595,0.005869324,-0.009518351,0.000122073,-0.005779626,0.010212693,-0.002085243,0.007863989,0.003224445,-0.001279391,0.002478009,-0.003408407,0.009235942,-0.047979679,0.006714725,-0.009569005,-0.000364575,0.01028758,-0.001480838,-0.003385114,-0.002708996,0.000154682,0.031875238,-0.016689632,0.006503193,-0.007886306,-0.010891261,-0.007596886,0.003177169,-0.002647175,-0.009952406,0.016715898,0.00225222,0.013337842,-0.001770011,0.000417274,0.003727186,-0.011340826,0.006592484,0.001084397,0.000665215,-0.005401031,0.006296913,-0.005124498,0.00624794,-0.000444256,-0.013149538,-0.001376384,3.19E-05,0.00103766,0.000755243,-0.007903682,0.000377979,0.017612575,-0.001042063,0.000674321,-0.002904059,-0.002508298
6,-0.016023315,0.026375392,-0.007076535,0.000602246,0.032242504,-0.017444427,-0.014970214,-0.01166917,-0.017688042,0.029675044,-0.021522986,0.020836872,0.004786155,0.001140966,0.014315882,0.002435848,-0.00836971,-0.006481229,-0.011265552,-8.95E-05,0.035204711,0.001850621,-0.007823656,0.007786698,-0.009272616,-0.00016658,-0.007961207,0.010537974,-0.000745236,0.009217498,0.004783453,-0.001888414,0.001655697,-0.00448896,0.009567199,-0.056722623,0.009636653,-0.011265793,-0.001471327,0.012963931,-0.001699508,-0.004076793,-0.00348151,0.002280996,0.037649772,-0.020697828,0.007344279,-0.009951862,-0.013703379,-0.009211969,0.003994817,-0.00275819,-0.011935081,0.022046884,0.003268395,0.015327521,-0.002614024,0.00023845,0.002927198,-0.013462187,0.008128808,0.001050489,-0.000619422,-0.003943809,0.009410289,-0.006024183,0.006662861,-0.001967888,-0.019107894,-0.000425462,-0.001013937,0.001179198,0.001596896,-0.009859303,0.001634803,0.021695696,-0.001195845,0.000733195,-0.003331203,-0.002085223
7,-0.019059285,0.030677929,-0.007533899,0.001082138,0.042538797,-0.020794579,-0.017434775,-0.013367005,-0.020845954,0.034722682,-0.024612051,0.023864786,0.006443882,0.000252071,0.017669819,-0.005566275,-0.009524153,-0.00753946,-0.012050937,4.50E-06,0.041085205,0.002586006,-0.009735266,0.008018313,-0.006591454,2.09E-05,-0.00949646,0.010545757,-0.002260623,0.011296556,0.00584222,-0.002351491,0.000929097,-0.004941028,0.010987289,-0.064717418,0.011067489,-0.013570792,-0.003306598,0.015772149,-0.001339404,-0.007080173,-0.003613998,0.004497209,0.041454816,-0.024215516,0.009682376,-0.011324616,-0.015963461,-0.012719382,0.00561355,-0.004836683,-0.011262808,0.026093015,0.004901268,0.016805069,-0.001774596,-1.05E-05,0.002858766,-0.016978364,0.007968594,0.002270034,-0.001997589,-2.99E-05,0.011846492,-0.00777721,0.008849581,-0.002983219,-0.022803776,-0.000953432,-0.004180198,0.001908758,0.00242449,-0.011716567,0.001987681,0.025219235,-0.002231855,0.000539215,-0.004039353,-0.001884142
