,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,20310_2023-08-02,20311_2023-08-02,20312_2023-08-02,20313_2023-08-02,20314_2023-08-02,20315_2023-08-02,20316_2023-08-02,20317_2023-08-02,20318_2023-08-02,20319_2023-08-02,20320_2023-08-02,20321_2023-08-02,20322_2023-08-02,20323_2023-08-02,20324_2023-08-02,20325_2023-08-02,20326_2023-08-02,20327_2023-08-02,20328_2023-08-02,20329_2023-08-02,20310_2023-08-12,20311_2023-08-12,20312_2023-08-12,20313_2023-08-12,20314_2023-08-12,20315_2023-08-12,20316_2023-08-12,20317_2023-08-12,20318_2023-08-12,20319_2023-08-12,20320_2023-08-12,20321_2023-08-12,20322_2023-08-12,20323_2023-08-12,20324_2023-08-12,20325_2023-08-12,20326_2023-08-12,20327_2023-08-12,20328_2023-08-12,20329_2023-08-12,20310_2023-08-22,20311_2023-08-22,20312_2023-08-22,20313_2023-08-22,20314_2023-08-22,20315_2023-08-22,20316_2023-08-22,20317_2023-08-22,20318_2023-08-22,20319_2023-08-22,20320_2023-08-22,20321_2023-08-22,20322_2023-08-22,20323_2023-08-22,20324_2023-08-22,20325_2023-08-22,20326_2023-08-22,20327_2023-08-22,20328_2023-08-22,20329_2023-08-22,20310_2023-09-01,20311_2023-09-01,20312_2023-09-01,20313_2023-09-01,20314_2023-09-01,20315_2023-09-01,20316_2023-09-01,20317_2023-09-01,20318_2023-09-01,20319_2023-09-01,20320_2023-09-01,20321_2023-09-01,20322_2023-09-01,20323_2023-09-01,20324_2023-09-01,20325_2023-09-01,20326_2023-09-01,20327_2023-09-01,20328_2023-09-01,20329_2023-09-01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.001679298,0.000864036,-0.000779615,-0.002447477,-0.005623393,0.000622849,0.017032367,0.003469418,-0.000877122,-0.005285085,-0.02467219,0.013426897,0.001631968,0.001725546,-0.000941126,0.002378487,-0.000883004,-0.000710074,-0.005147204,0.000396903,0.004388218,0.004143166,0.015768912,0.00494153,-0.002131396,-0.002267595,-0.048808521,0.007934328,-0.004334425,-0.000533711,-0.016548645,0.008837014,-0.002910337,0.008321623,0.006897993,0.013202196,-0.001258198,-0.000212239,-0.002284826,0.003995033,-0.002832014,-0.002396893,0.008095112,0.005957713,-0.005695761,-0.00172811,-0.026426577,0.008783756,-0.00306173,-0.003321125,-0.008466822,0.008051678,-0.001113998,0.002005017,0.001759955,0.005967441,0.001580487,0.002568435,0.006797111,0.002750027,0.002798406,0.003439186,0.004498044,0.004531295,-0.000745591,0.000339867,-0.020426936,0.003188182,-0.001186939,-0.000858498,-0.002343368,0.005997495,-3.47E-05,0.001425859,0.001986225,0.004493125,-0.001049998,0.000208882,-0.004498216,-0.002316229
2,0.003538765,0.001057043,-0.000968675,-0.004546903,-0.00949732,0.0006706,0.033945548,0.006987967,-0.002153084,-0.008917981,-0.053620947,0.027999094,0.002978494,0.003170336,-0.00102483,0.003900285,-0.000900939,-0.001775165,-0.01004298,0.000535397,-0.00259449,0.008159154,0.025623137,0.011099473,-0.003403362,-0.002503155,-0.094564773,0.016344726,-0.007472803,-0.003779025,-0.029710664,0.023465512,-0.005346355,0.012915645,0.015349902,0.023745914,0.000569539,0.001049076,-0.005031531,0.008906907,-0.006621066,-0.004335623,0.015256584,0.011369819,-0.012938538,-0.002997094,-0.0530218,0.018165456,-0.006130236,-0.006147542,-0.016831717,0.016355205,-0.001365549,0.003362162,0.003781006,0.01161919,0.004462558,0.00613334,0.013298585,0.00463737,0.006298685,0.006496611,0.008515804,0.009446892,-0.000717424,0.000206546,-0.039244712,0.007051325,-0.002739415,-0.00181229,-0.004050922,0.010547679,-0.002048186,0.002987059,0.00406353,0.009418505,-0.002995739,0.000412284,-0.008867972,-0.004698298
3,0.004986093,0.000435254,-0.002397456,-0.006513068,-0.013196197,0.000632754,0.051454941,0.010443509,-0.001916592,-0.012070153,-0.079123956,0.041250267,0.004587565,0.003862826,-0.000486623,0.005495371,-0.003396835,-0.003108026,-0.014198594,-0.000165119,-0.010565823,0.01080729,0.036003111,0.01887759,-0.003630915,-0.000903505,-0.140907803,0.026886387,-0.009814616,-0.005147411,-0.043803572,0.028562408,-0.00845154,0.019543135,0.024497312,0.034791811,0.004497836,0.002989868,-0.007323431,0.013201845,-0.010172662,-0.006426035,0.022530199,0.01721315,-0.021862286,-0.003722191,-0.07923521,0.027223795,-0.009370125,-0.008468208,-0.025042369,0.023300264,0.000722811,0.003685045,0.005821156,0.01701097,0.007281455,0.009781652,0.019886866,0.00540067,0.008703774,0.008463755,0.013040306,0.01382174,-0.001336871,-0.001661926,-0.058235508,0.011419536,-0.005540079,-0.00383013,-0.006813127,0.01578522,-0.001957048,0.004709443,0.005626286,0.016565203,-0.004669499,0.000431083,-0.013204725,-0.004795231
4,0.006606977,-0.001104581,-0.004675584,-0.008213039,-0.014625471,0.002341729,0.067862632,0.014634918,-0.001766377,-0.015173536,-0.107389365,0.054316837,0.006657043,0.004892783,0.00025069,0.004455857,-0.005603713,-0.003602582,-0.017906891,-0.001058237,-0.003839123,0.011330246,0.044117557,0.024462561,-0.005934865,0.001775332,-0.187296409,0.034288397,-0.011188601,-0.009267395,-0.053199359,0.040105834,-0.005680944,0.020939441,0.029094251,0.041616364,0.00707853,0.006861378,-0.010578834,0.013020833,-0.013654073,-0.008108383,0.029869904,0.023242638,-0.030829149,-0.004170454,-0.106890559,0.035961924,-0.012632297,-0.011123401,-0.032810983,0.031513122,0.004028604,0.003992667,0.007044877,0.021730012,0.009410403,0.013248185,0.027212778,0.006321616,0.010264146,0.010254367,0.018018665,0.019227766,-0.001867262,-0.003321685,-0.076288,0.015859597,-0.008607768,-0.005789545,-0.01138289,0.020756597,-0.000653366,0.0065708,0.007673428,0.022284463,-0.00616832,0.000688274,-0.016974709,-0.005223862
5,0.009412752,-0.001811041,-0.007783486,-0.00991608,-0.015984157,0.001389495,0.082289528,0.019256392,-0.002747663,-0.01591789,-0.133227223,0.067507326,0.009566976,0.004404093,-4.95E-05,0.00437768,-0.007664634,-0.002763151,-0.021414248,-0.002610816,0.012118417,0.013049561,0.052929201,0.03108384,-0.008639349,0.005065216,-0.234160781,0.04337981,-0.012672778,-0.017064931,-0.069093974,0.049368882,-0.008251166,0.022599696,0.034375049,0.048396741,0.01038295,0.011275887,-0.010816988,0.013316946,-0.017363774,-0.009950238,0.036878479,0.028773451,-0.04041453,-0.00552383,-0.135269095,0.045545515,-0.015573105,-0.013138554,-0.039918577,0.038210701,0.007845562,0.004520121,0.008585915,0.027814114,0.01204253,0.01682984,0.033878451,0.006349507,0.010653519,0.011223891,0.023597335,0.023861496,-0.002651028,-0.005466499,-0.093824359,0.020759515,-0.012214613,-0.009060243,-0.013501026,0.024944189,0.002610583,0.008562404,0.009295149,0.02976563,-0.005890359,-0.000370698,-0.020665435,-0.006950369
6,0.011950138,-0.002626133,-0.010988772,-0.011622792,-0.01768716,0.001813908,0.101042803,0.022722478,-0.002116402,-0.016725472,-0.161668438,0.078470871,0.012764678,0.003239218,1.37E-05,0.003627978,-0.010037868,-0.001824796,-0.02501462,-0.004671983,0.027216822,0.014602044,0.063510607,0.038481669,-0.012283972,0.008611324,-0.279971999,0.051569764,-0.013279779,-0.025320901,-0.088703517,0.058434756,-0.014139366,0.024736762,0.040905956,0.056101055,0.014642645,0.016347808,-0.010915173,0.014131535,-0.020254999,-0.011363742,0.044059604,0.034865543,-0.049399879,-0.006868456,-0.16434264,0.054368891,-0.016779423,-0.016020722,-0.047439597,0.044886174,0.012902715,0.003979197,0.010748437,0.032636513,0.01350045,0.019584568,0.041960876,0.007316049,0.010770276,0.011577529,0.029098557,0.028533722,-0.004199514,-0.007247216,-0.111338088,0.025831656,-0.015486636,-0.012320666,-0.018182899,0.029565771,0.006254629,0.010693946,0.011317199,0.037100201,-0.00473978,-0.001038082,-0.024356759,-0.008148811
7,0.014742416,-0.003504162,-0.016015104,-0.013894855,-0.01978813,0.004687637,0.123212932,0.025525771,-0.001955903,-0.017019479,-0.188776475,0.088699033,0.016459551,0.001619563,-0.000455852,0.0039864,-0.01386962,-0.001091394,-0.028724343,-0.007022725,0.038895344,0.015411524,0.075829178,0.045898592,-0.017151751,0.01101883,-0.324602308,0.061265907,-0.01341245,-0.033251202,-0.105339399,0.067972119,-0.019255182,0.028700418,0.045953814,0.066066302,0.02047946,0.01668121,-0.011485587,0.013331774,-0.02340576,-0.012968702,0.050624089,0.039817908,-0.059375189,-0.008809645,-0.192185028,0.063498579,-0.017338771,-0.017099298,-0.053872385,0.052272386,0.017470998,0.004080516,0.011739405,0.03857806,0.015671475,0.021407203,0.048735264,0.00736653,0.011135576,0.012223989,0.033577395,0.03262465,-0.006692541,-0.009439677,-0.128817164,0.030978413,-0.017502879,-0.015509826,-0.020979364,0.032979062,0.010453756,0.011734267,0.013162458,0.044553976,-0.002283064,-0.001964376,-0.028751885,-0.009008019
